Data,Polaridade,Paul Ekman,Tweets Limpos
2/28/2021,neutro,tristeza,filho febre  fica pequenininho
2/28/2021,neutro,tristeza,minh mae diss qye to febre x8dx8fx8dx8fx8dx8fx8dx8fx8dx8fx8dx8fx8dx8f
2/28/2021,neutro,tristeza,mae ta febre vou chorar
2/28/2021,negativo,raiva,absurdo filas espera mÃdicos queimando febre lugar hora cus httpstcoUF9nQFmaqN
2/28/2021,neutro,neutro,Oi pessoal passando noxadcias pai es ainda sedado UTI Apresentou febre ontem hoje vÃo troâ httpstcoJDv4Z9e1bq
2/28/2021,neutro,neutro,passei dia todo dormindo febre
2/28/2021,negativo,raiva,Segunda vez q febre ano q odioooor
2/28/2021,neutro,neutro,sensaÃÃo estranha febre
2/28/2021,neutro,neutro, febre
2/28/2021,negativo,raiva,to c febre dnv inferno q odio
3/1/2021,positivo,neutro,tomo trÃs comprimidos semana peso 88kg 194m 61 anos vÃrios meses semana passadaâ httpstcoOEnaU3UT9b
3/1/2021,neutro,felicidade,HAHAHA nao âx9d¸x8fnconsigo ouvir tosse daqui
3/1/2021,neutro,neutro,Tosse metade pessoas vÃo descer medo
3/1/2021,neutro,neutro,Pastilhas tosse 
3/1/2021,neutro,neutro,perda olfato paladar tosse calafrios febre
3/1/2021,neutro,neutro,ainda agarro Ã possibilidade ter pego covid lÃ ano passado causa febre tosse esquisitas motivo algum
3/1/2021,neutro,neutro,TOSSE SECA AI FILHA VAMO FICA CASA
3/1/2021,neutro,felicidade,contando  tomei querosene aÃucar curar tosse fessor ficando mt preocupadoKKKKKKKKKKKKnnNâ httpstcohHiJBoD3IQ
3/1/2021,negativo,raiva,alguÃm adoece faz Vai mÃdico Ã imediatamente medicado  pessoa febre tosse â httpstcoj0fdpZwr1J
3/1/2021,neutro,surpresa,tosse tia fumante  passa nunca
3/1/2021,neutro,medo,Ãtimo  puta crise tosse alÃrgica causa mudanÃas tempo   Ã covid
3/1/2021,neutro,neutro,Cheguei hospital recepÃÃo âtem febre coriza tosseâx9d nâ Enxaquecaâx9dnâ enxaquecaâx9dn â ânnA enxaquecâ httpstcopqiEbpmSpB
3/1/2021,neutro,neutro,Queridos amigos familiares conhecerem alguÃm es convÃnio algum sintoma COVID19  httpstco6OVo0w9EuD
3/1/2021,neutro,neutro,falando rio sintoma principal tosse Parecia tuberculoso
3/1/2021,neutro,neutro,peguei sintomas tb blemas estomacais dor  a ai achei ser gripe comumâ httpstcoUIcWkzt0Mq
3/1/2021,neutro,neutro,lendo vÃrios comenriose tomou ficou curadonO David UipBruno Covas o vas vivahttpstcogaOalTGDnd
3/1/2021,neutro,neutro,Cara coriza dor garganta to achando q  Ã covidnTodo mundo conheÃo queâ httpstcoUWVhxOupAZ
3/1/2021,neutro,neutro,Cara consegui dormir direito noite causa tosse forte
3/1/2021,negativo,neutro,PÃssimo momento ter tosse
3/1/2021,neutro,neutro,vim testar covid amg  tosse mt forte i pulmÃo tusso
3/1/2021,neutro,neutro,menina noite crise tosse
3/1/2021,neutro,neutro,Garganta dor  infernal febre pouco tosse
3/1/2021,neutro,neutro,090931 prÃhospitalar local Rua Jo Roier Bela Vista Pinhalzinho vÃxadtima relatando dores estado febril elevado tosse
3/1/2021,neutro,neutro,300 espirros tosse seca obg chuva
3/1/2021,neutro,medo,febre tosse pai vezes assustam
3/1/2021,neutro,surpresa,Acordei tosse aqui irmÃo deixou a cabelos cu assustado
3/1/2021,neutro,neutro,acordei nao recomendonnariz entupido tosse horrorosa rosto pipocado dermatite calor desgraÃado
3/1/2021,neutro,neutro,Bom dia passou noite vomitando tosse
3/1/2021,negativo,raiva,Boy rio kkkk tosse chata CaraÃxad SaÃxad nada nessa porra pareÃo cachorro doente
3/1/2021,neutro,neutro,Caraio peguei covid virei cachorro velho JASHSJSHSJSH tosse ta igualzinha latido cachorro anciÃo
3/1/2021,neutro,surpresa,crise tosse putaqpariu
3/1/2021,negativo,raiva,porra tosse tirou rio  dormi merda nenhuma
3/1/2021,negativo,medo,COVID  acabando gente Franciel queimando febre  explodindo tanta dor Conradoâ httpstcowzgXNyGloE
3/1/2021,neutro,neutro,sendo olhado vilÃo trem estar tosse ”
3/1/2021,neutro,nojo,falando irmÃ  tosse  Ã pouco seca nnnojento menos  Ã covid ‚‚
3/1/2021,neutro,neutro,posso tomar xarope caro  melhoro Ãnica coisa q faz tosse passar rÃpido Ã mel
3/1/2021,neutro,neutro,to tosse so Deus
3/1/2021,neutro,neutro,vou chegar hospital Ã entrada vÃo perguntar sintomas vou dizer tou falta ar tohttpstco9wb3UWkNgk
3/1/2021,negativo,raiva,HelloÃ  tosse crlh q saco
3/1/2021,neutro,medo,Hj completo 1 semana afastamento conta covid Acordei suando tosse vomito medo pior Ã reâ httpstcoxwLpqZqtAL
3/1/2021,negativo,tristeza,hoje tosse  comum  aguento
3/1/2021,neutro,neutro,Ia aveitar entrega currÃxadculo c tosse vozzzzz
3/1/2021,neutro,neutro,colega febre tosse hÃ 3 dias aula pois disse ser apenas faringoamigdalite  resolveâ httpstcoGVzyV9CVcm
3/1/2021,negativo,raiva,dia tosse fdp
3/1/2021,negativo,raiva,deus Ãdio tosse
3/1/2021,neutro,felicidade,irmÃo chega  mÃdico diz tosse cachorro KKKKK mÃdio aguentou comeÃou ri kkkkkkkkkkkkkkk
3/1/2021,neutro,neutro,garganta doendo  doendo tosse nariz entupido bolsonaro m agora
3/1/2021,neutro,neutro,respiraÃÃo  Ã fraca vida AÃxad   tentando saber  fraca q antes ter certeza q  beâ httpstcoWWFhNYIl2Y
3/1/2021,neutro,tristeza,Mirela es tosse seca Coitada bb x81
3/1/2021,neutro,tristeza, aguento tosse velho
3/1/2021,neutro,raiva,ninha fessora matemÃtica crise tosse 5 5 minnnta covid porra
3/1/2021,negativo,neutro,inferno tosse nao passa faz semananSensaÃÃo gripe 1 exames assim
3/1/2021,neutro,neutro,ar condicionado  piorou tosse
3/1/2021,neutro,neutro,Ontem acordei passando mal vomitando enjoonHoje acordo tudo dor garganta tossenQual Ã inferno astral
3/1/2021,neutro,neutro,Ontem cedo  calafrios  sei Ã sintoma coronannAgora peito doendo tossennEspero  tempo mudou
3/1/2021,neutro,neutro,opa gnt to sentidonnfebrentosse secancansaÃondores desconfortosndor gargantandiarreianconjuntivitendor deâ httpstcokmmhjLXHeF
3/1/2021,neutro,neutro,gripe  cura direto vocÃ tosse a sair pulmÃo garganta «««««««
3/1/2021,negativo,raiva,tosse desgraÃada parece vai cuspir pulmÃo cara locura
3/1/2021,neutro,neutro, tosse medonha
3/1/2021,neutro,neutro,Tanta tosse  vendo hora pulmÃo sair peito
3/1/2021,neutro,neutro,terceiro dia tosse
3/1/2021,neutro,tristeza,to c tosse o chata
3/1/2021,neutro,surpresa,to tanta tosse q to rouca q
3/1/2021,neutro,neutro,to tosse falta ar ja to
3/1/2021,neutro,raiva,To tosse chata pqp
3/1/2021,neutro,neutro,to igual cachorro latindo c tosse
3/1/2021,neutro,raiva,tosse chataa tnc
3/1/2021,negativo,raiva,Tosse demÃnio sai mim
3/1/2021,neutro,neutro,Tosse  terrÃxadvel
3/1/2021,neutro,neutro,senhores es tosse
3/1/2021,neutro,neutro,Vey  tossindo adoidado passei duas semanas atender pq gripei agora tosse cachorro  pq lavei meuâ httpstcoCicNwDZ3Be
3/1/2021,negativo,neutro,vontade vomitar tosse krl cÃlica dor costas comecei marÃo bemmmm
3/1/2021,neutro,neutro,Vou dar aula casa pq dor  coriza tosse dor garganta
3/1/2021,neutro,neutro,Vovo transferida  salvador mae piorando casa falta ar tosse febre noite toda kkkai olha
3/1/2021,neutro,neutro,Envia mim dou endereÃo cep tudo nâ¸x8fx81nnBom dia nPassou Febre
3/1/2021,positivo,neutro,Simm FÃ nSem febre louca ir Ã rua
3/1/2021,neutro,neutro,o verdadeiros negacionistas Aqui casa 7 famÃxadlia Covid comvada exame mÃ httpstco1XLrz6Uyb7
3/1/2021,neutro,neutro,Parecem quesµes deciµes logÃxadsticas blema definir conjunta globalmente nâ httpstco500sb8MAhQ
3/1/2021,negativo,neutro,âai nao pq vamos medir temperatura todo mundoâx9d gente medir temperatura Ã medida falha pessoâ httpstcodCZmTZ8Lv4
3/1/2021,neutro,neutro,ainda agarro Ã possibilidade ter pego covid lÃ ano passado causa febre tosse esquisitas motivo algum
3/1/2021,neutro,surpresa,Nunca pensei ficaria doente febre conta ansiedade
3/1/2021,neutro,neutro,Bem oportuna febre deve ser febre TraÃxadra
3/1/2021,neutro,neutro,Caiado apresenta febre madrugada cancela agenda nesta terÃafeira via httpstcofzuoLSOXnL httpstcoluxTB3MRMr
3/1/2021,neutro,neutro,Governador GoiÃs cancela agenda apÃs quadro febril passa exames httpstco3kS86h5BVV
3/1/2021,neutro,neutro,semana passada mÃe passou mal rins fiquei cuidando achando q crise renal mahttpstcop9JtRhMYW4
3/1/2021,neutro,neutro,bom diannOntem 38 graus febre Einstein SP iniciar tratamento Recebi vidrâ httpstco3Ed0U5hbGL
3/1/2021,neutro,neutro,febre amg
3/1/2021,neutro,surpresa,Pegou COVID amg  febre nÃ
3/1/2021,neutro,neutro, febre
3/1/2021,negativo,tristeza,Imaginem  ver entres queridos sendo jogado vala comum gado quandoâ httpstcoyBBitnMPXE
3/1/2021,neutro,neutro,dr  dr barriga ai trm mal estar febre q so piora
3/1/2021,neutro,neutro,amiga evangÃlica dores corpo continuou indo igreja Jesus ia cura1 parâ httpstcowl9A7X2N4T
3/1/2021,negativo,tristeza,rie  vai passar delÃxadrio noite febre  assim superar tombo
3/1/2021,negativo,tristeza,trabalha filha pouco febre menina toma conta disse elaâ httpstcoMpyV3ikFsX
3/1/2021,neutro,neutro,ISDABELA VI PASSA MAL TO FEBRE
3/1/2021,neutro,neutro,falar febre  quer dizer nada a infecÃÃo intestinal famosa caganeira muitas vezes  febre
3/1/2021,neutro,neutro, Ã  febre µ
3/1/2021,positivo,felicidade,Bom dia lindona nEstou bem febre nObrigada
3/1/2021,negativo,medo,febre tosse pai vezes assustam
3/1/2021,neutro,neutro,acho q to febre eita q fogosa ’”
3/1/2021,neutro,neutro,acho q to febre
3/1/2021,neutro,neutro,acordei c dor  febre httpstcosN88KsSnGr
3/1/2021,negativo,raiva,Acordei febre gripe fodidaque Ãdio
3/1/2021,negativo,neutro,acordei mal vida hoje febre louca dor«
3/1/2021,negativo,neutro,AlguÃm sabe algum truque bom abaixar febre alta  morrendo
3/1/2021,neutro,neutro,Bom dia febre â
3/1/2021,neutro,neutro,calor caralho deitado cama coberta ardendo febre garganta inflamada
3/1/2021,negativo,surpresa,Dor gargantade  febre fraqueza merda Ã essaxad
3/1/2021,negativo,tristeza,febre q  baixa nunca deixa o ruim
3/1/2021,negativo,neutro, aguentando tanta dor febre tbm nunca passouxad
3/1/2021,negativo,tristeza,  chorando pq filha  reclamando febre n nÃ  fica pequenininho
3/1/2021,negativo,neutro,Febre todo dia n aguento x8fu200¸x8f
3/1/2021,neutro,neutro,hmmm acordei febre calafrio dor corpo dor nnDeus novo
3/1/2021,negativo,medo,Mano nunca vi tanto medo febre
3/1/2021,negativo,neutro,dopa dipirona n aguento febre pqp
3/1/2021,neutro,neutro,2 colegas febre dor corpo tontura
3/1/2021,positivo,felicidade,mÃe passou madrugada toda vendo febre companheira âx9d¸x8fâx9d¸x8f
3/1/2021,neutro,neutro, jantei  consegui dormir levantei estragado cheio dores corpo todo agora  febre acho
3/1/2021,positivo,felicidade,ohmds postei negocio febre emille mandou coisas ajudam melhorar ngm nunca fez mim fâ httpstco0DInmkFfNZ
3/1/2021,neutro,neutro,Passei madrugada toda cuidado Amor cheio febre ”âx9d
3/1/2021,neutro,neutro,Pois Ã achei febre httpstcosXZXNS38Cc
3/1/2021,neutro,neutro,Queimei febre noite toda
3/1/2021,neutro,neutro,n morrer febre morro dor 
3/1/2021,neutro,neutro, cheia febre  c  explodindo
3/1/2021,neutro,neutro,ThÃo ontem ficou febre enjoado conta vacina
3/1/2021,neutro,neutro,To febre  sentir bad to danÃando mÃsica âcamisa GrÃmio â
3/1/2021,neutro,neutro,to comeÃando ficar cm febre dnv pqp
3/1/2021,neutro,neutro,to morrendo frio sera to febre
3/1/2021,neutro,neutro,Tomou setembro Sintomas mta fadiga nariz entupido dorâ httpstcoJfQBekRAAz
3/1/2021,neutro,neutro,gente comvar canhoto vacina  partir daÃxad orgÃo regulador emite cerâ httpstcolzNlKkGsFg
3/1/2021,neutro,neutro,ana b tosse
3/1/2021,neutro,neutro,HAHAHA nao âx9d¸x8fnconsigo ouvir tosse daqui
3/1/2021,neutro,neutro,Acabei ter crise tosse meio duas veias conversando sobre corona
3/1/2021,neutro,neutro,kkkkkkkkkkkkkkk eita Juninho kkkkkkkkk pois to tosse cachorro hÃ 2 meses
3/1/2021,neutro,neutro,AlÃm chÃ mel antihistaminico situaÃÃo  melhorar durante dia hidrataÃÃo Ã funâ httpstcojL9JuveUrO
3/1/2021,neutro,neutro,Cara consegui dormir direito noite causa tosse forte
3/1/2021,negativo,neutro,PÃssimo momento ter tosse
3/1/2021,neutro,neutro,vim testar covid amg  tosse mt forte i pulmÃo tusso
3/1/2021,neutro,neutro,menina noite crise tosse
3/1/2021,neutro,neutro,Garganta dor  infernal febre pouco tosse
3/1/2021,neutro,neutro,perda olfato paladar tosse calafrios febre
3/1/2021,neutro,neutro,090931 prÃhospitalar local Rua Jo Roier Bela Vista Pinhalzinho vÃxadtima relatando dores estado febril elevado tosse
3/2/2021,neutro,neutro,UTIs sempre lotadas antes Colapso chamado Covid nnEm todas doenÃas exemplos Febrâ httpstcoyaRqNQZJJu
3/2/2021,neutro,neutro,Ufa pensei hospitalnFebre Dor RespiraÃÃo
3/2/2021,neutro,neutro,AtenÃÃo medicina nFebre interna existe sim sempre sei duas horas antes vou ter febre nNesse momento euâ httpstcoJ7bHrJRkyf
3/2/2021,neutro,surpresa,fiquei febre tanto chorar assim
3/2/2021,neutro,surpresa,to c febre tanto q chorei kkkjj
3/2/2021,neutro,neutro,tomei mordida cachorro  to febre
3/2/2021,neutro,neutro, garganta inflamada semana passada inteira febre dor corpo mta dor garganta
3/2/2021,negativo,neutro, aqui tratando dores  febre o terrÃxadveis
3/2/2021,neutro,neutro,Olhaaele es tendo tomar remÃdio tanta dor corpo febre primeiro dia
3/2/2021,neutro,neutro,Eno febre dor corpo garganta inflamou Acho q mudanÃa q clima pegou gargaâ httpstcodQ4FQzunny
3/2/2021,positivo,neutro, sinto dornFebre tambÃm  nEstou recuperando bem
3/2/2021,neutro,neutro,sintomas febre muita dor  palpitaÃÃµes  tomarem vacina Oxâ httpstcoWSJ0YEqbLH
3/2/2021,neutro,neutro,Olha iniciei assim veio dor garganta febre alta dores corpo
3/2/2021,neutro,neutro,porra certezannTu doente tou tosse febrenmel febre auau
3/2/2021,neutro,neutro,sobrinho ligando dizer  febre ’ —— httpstcoN8JHgmbDy1
3/2/2021,neutro,neutro,estresse melhorou amiga desde cedo  dor   3 dias  dando febre noite
3/2/2021,negativo,neutro,ontem dormir febre amanheci meio ruim novonn noite piorou
3/2/2021,negativo,surpresa,25 graus tremendo frio nada ver tava febre so to estado fabril agora to surtoâ httpstcoQVjYLDefag
3/2/2021,negativo,neutro,febre Ã contrÃrio invÃs ficar dentro corpo sentir frio sai morro calornnObâ httpstcouOH621fZkR
3/2/2021,neutro,tristeza,Ã‰ dor  Ã cÃlica Ã febre mds
3/2/2021,neutro,neutro,Ã‰ posxadvel ficar febre causa innia
3/2/2021,neutro,neutro,acho q to febre
3/2/2021,neutro,neutro,acho  febre
3/2/2021,neutro,neutro,Acordou 3 horas manhÃ saber bem nnE morrendo febre
3/2/2021,neutro,neutro,Adivinha febredor  nÃuseador corporal desde 12 dianEstou tendo Ãtima terÃa feira nE amanhÃ  httpstcoWNUlJ3jX5i
3/2/2021,positivo,felicidade,adeÃo Deus mim  veio sintomas fortes merda COVID somente tosse dor boca esmagoâ httpstcoplMlRXWaOp
3/2/2021,negativo,neutro,Ai mano ficar febre Ã saco
3/2/2021,neutro,neutro,ai vei ne lucas  febre  falou nada
3/2/2021,neutro,neutro,amo frio sei quanto  sofrendo dor febre reumÃtica
3/2/2021,neutro,neutro,bah gurizada sepa ruim  febre
3/2/2021,neutro,neutro,Caralho to febre porra acho tanto bebi ontemu200¸x8f
3/2/2021,neutro,neutro,febre morrendo dor 
3/2/2021,negativo,tristeza,febre triste x8d·
3/2/2021,neutro,neutro,nada febre
3/2/2021,negativo,neutro,nada febre to cheia dor  tomara gael  acorde madrugada to nada bem
3/2/2021,neutro,neutro,Dois dias pegando febre
3/2/2021,neutro,raiva,Dor  febre odeio ficar assim
3/2/2021,negativo,raiva, queimando febre nmaravilha
3/2/2021,neutro,neutro,ta aqui febre u200¸x8f
3/2/2021,negativo,neutro,febre  deixa q chata
3/2/2021,neutro,neutro,cheia febre tomei remÃdio apaguei acordei  assustada x8fu200¸x8f
3/2/2021,negativo,tristeza,triste querendo morte Ã  dor  febre
3/2/2021,neutro,neutro,acho  melhorei febre porque ainda sinto dor  vou reclamar porque vai piora
3/2/2021,neutro,neutro, 388 febre assistindo BBBnme respeita duÃÃo resultado amor deus
3/2/2021,neutro,neutro,to tanta febre to suando nada
3/2/2021,neutro,neutro,vendo mÃe febre
3/2/2021,neutro,neutro,Febre voltou mil grau
3/2/2021,neutro,neutro,Febre dor corpo dor  obrigada sinusite
3/2/2021,neutro,neutro,Febre dor corpo dor barriga fico doente vez 
3/2/2021,neutro,neutro,gente febre
3/2/2021,neutro,neutro,Helena  escola hoje prq febre acabei ver aulinha balÃ tava esperando tanto
3/2/2021,neutro,neutro,HeloÃ queimando febre
3/2/2021,neutro,surpresa,lais falando gostar ficar febreÂ¿ doente
3/2/2021,neutro,neutro,Mano mÃ febre comecem paranÃias
3/2/2021,neutro,tristeza,bb comeÃou dar febre
3/2/2021,neutro,tristeza,deus febre dnv
3/2/2021,neutro,neutro,febre  ataca noite teste covid der 1 a ficarei surpresa pq  caco
3/2/2021,neutro,neutro, bastasse innia agora to tendo febre x8f
3/2/2021,neutro,raiva,porra bixo  dando febre
3/2/2021,neutro,neutro,porra puta pariu agora insolaÃÃo bateu to dor cabeca febre enjoo vontade morrer amp afins
3/2/2021,neutro,neutro,queimando febre
3/2/2021,neutro,felicidade,diria dor pescoÃo foda iria render dois dias febre kkk
3/2/2021,negativo,raiva,Saiu casa p buscar outros q tava passando mal n comu dipirona p mim febre crl
3/2/2021,neutro,neutro,febre Ã± abaixa vou ir uppa hoje ainda ’¯
3/2/2021,neutro,neutro,ficar febre vou bolar real
3/2/2021,neutro,neutro,tomar remÃdio dor  antiinflamario dor coluna remÃdio febre antigripal tudo junto merda
3/2/2021,neutro,neutro,serÃ q  febre   cansada
3/2/2021,neutro,neutro, febre sensaÃÃo q cÃrebro vai desprender  vier falecer qro escrito lÃpiâ httpstcoDTDiFsDkFq
3/2/2021,neutro,neutro, queimando febre’
3/2/2021,negativo,raiva,to febre novo merda
3/2/2021,neutro,medo,To febre pqp
3/2/2021,negativo,tristeza,Toda noite fico dor olhos sensaÃÃo es febre  aguento
3/2/2021,neutro,surpresa,dor corporesfriada febre Jesus ””
3/2/2021,neutro,neutro,nunca questionaram oq vacina gripe vacina febre amarela anti tenicanmas covid q ta ai mâ httpstcocQSVmwZny6
3/2/2021,neutro,felicidade,Kkkkkk vÃi vc preconceito c velhinha tosse
3/2/2021,neutro,neutro,eh tosse nao eh
3/2/2021,neutro,neutro,alguÃm tossindo  tosse tipo gripe tosse garganta seca q bebendo Ãgua passava pessoa  bebe fâ httpstcoMjfo2nYsJY
3/2/2021,neutro,neutro,cara vcs seguem cara tosse idosos httpstcoOwZZYKfjar
3/2/2021,negativo,neutro,Terminei ler decreto crise descontrolada tosse Ansiedade bug covid httpstcoizeTgzLQ4E
3/2/2021,neutro,medo,pessoas eso tentando alertar sobre prevenÃÃo covid19  ficando ansiosa Culpa Dra Milena quâ httpstcon0Vf9BalYv
3/2/2021,negativo,neutro,MÃ tosse cachorro  consigo parar fumar  foda
3/2/2021,neutro,neutro,pior   tosse nenhum outro sintoma sei lÃ rolou vou fazer chÃzin irâ httpstcok4AuHq1oy2
3/2/2021,neutro,neutro,mÃe gabi  tosse tbm
3/2/2021,neutro,neutro,tosse dor garganta amor rodei
3/2/2021,neutro,neutro,bem irmÃ  coriza agora tosse bem fraca queria  lÃ casa sds caminha kkkkkkk
3/2/2021,negativo,raiva, merda comendo forÃa Ãdio tosse  piora
3/2/2021,neutro,neutro,Tosse seca Ã sintoma todas doenÃas ”
3/2/2021,negativo,tristeza,Eno ser sincera  piorando pq antes  tava tosse agora 
3/2/2021,neutro,neutro,Desconfiamos Tosse voltou posto tomou remÃdios a ficar bem verdadeâ httpstco3ARKDbQDGI
3/2/2021,neutro,felicidade,â tosse estranha  medo vocÃs afastarem mimâx9d kkkkkkkkkkkkkkkkkkkkkk
3/2/2021,neutro,neutro, dor ouvido  tosse
3/2/2021,neutro,neutro,mulher dor  dor corpo tosse vontade sumir  gostaria aniverrio mudasse data pâ httpstcolKKjDFvenz
3/2/2021,negativo,raiva,raiva dessas crises tosse noturnas
3/2/2021,negativo,neutro,Ãh tosse chata Ã Ã
3/2/2021,negativo,tristeza,Ã‰  chegar hora dormir tosse cÃo comeÃa
3/2/2021,neutro,neutro,Acordei dor corpo hoje ontem fiz  exercÃxadcios casa eno  perguntando Ã COVID nn httpstcoVuR9DA8xdj
3/2/2021,neutro,neutro,Boa noite tosse alergia âx8f¼
3/2/2021,negativo,raiva,Caralho nada tosse fuder Ã‰ quarto q parece q jogam pÃ terra nele todo dia aff
3/2/2021,negativo,raiva,caralho tosse alÃrgica Ã desgracias
3/2/2021,negativo,surpresa,Crl q tosse mandada Ã mano bgl doido ·
3/2/2021,neutro,neutro,Desculpa live curta alÃm estar quarto familia  covid a agora  senti nada  toshttpstcoT5Ilaudz6Y
3/2/2021,neutro,neutro,deveria estar assistindo aula dor  tosse infinita  permitem
3/2/2021,neutro,neutro,ainda ter passar vick vaporub peito ver alivia tosse tambÃm
3/2/2021,neutro,medo,tosse dor corpo febre gente Serasse q  covid xad¯
3/2/2021,negativo,raiva,  dizendo quer leve atestado lÃ fÃbrica  nÃ pq  vou levar merda nenhuma filâ httpstcoER9FqmRhHe
3/2/2021,neutro,raiva,c tosse  pqp
3/2/2021,negativo,raiva,Foda tosse httpstcoQILM9GmaFD
3/2/2021,negativo,raiva,GENTE XAROPE TOSSE Ã‰ HORRÃx8dVEL DEUS ÃDIOOOOOOOOOOO
3/2/2021,negativo,raiva,coroa mandou Biel subir   aqui fumando foda preciso desfocar tosse pouco dor garganta kk
3/2/2021,negativo,surpresa,Mdssssss n tosse nunca  louco
3/2/2021,neutro,neutro,pai ta morrendo tosse nÃ dai sabe faz vai rua fumar
3/2/2021,negativo,tristeza,N aguento tosse
3/2/2021,neutro,medo,to tosse chata nCorona favor aqui 
3/2/2021,neutro,neutro,Gil chorotosse’
3/2/2021,negativo,neutro,OlÃ garganta ruim tosse boa hora virem deixarem paranoico 
3/2/2021,negativo,raiva,Poha tosse manooooooo Nn aguento maaaiiiiiisssss aaaaaaaaaaa
3/2/2021,negativo,neutro,q tosse chata aaa
3/2/2021,negativo,neutro,Q tosse chata pqppp
3/2/2021,negativo,neutro,tosse chata Ã
3/2/2021,negativo,neutro,tosse chata
3/2/2021,neutro,neutro,queria fumar guile to tosse
3/2/2021,neutro,tristeza, bastasse espirrar toda hora tosse voltou deus a
3/2/2021,neutro,neutro, muita tosse  hj ter perdido paladar bado fico aqui pensandoserÃ q Ã
3/2/2021,negativo,neutro, tosse fudida carai
3/2/2021,negativo,raiva,Todo dia noite tosse infernal tnc
3/2/2021,negativo,neutro,Tosse chata
3/2/2021,neutro,neutro,tosse nariz entupido  fÃcil dormir hoje
3/2/2021,neutro,neutro,tosse seca eh sintoma covid
3/2/2021,neutro,raiva,Tosse seca pior tosse discorda morre pf
3/2/2021,neutro,neutro, vai hospital sentir falta Ar fica casa econÃmica gente vÃ ainda bem q aâ httpstcoF56Wy9nCGU
3/2/2021,negativo,tristeza,compreendo anjinho gente acostuma doi dentro  aperta falta ar fim câ httpstcolUF9RhtxXq
3/2/2021,neutro,neutro,Concordo vc eviveis tratamento precoce vez ir hohttpstco2yvL99YVVo
3/2/2021,neutro,neutro,resume exemplifica Ã tal colapso pacientes falta ar ter serem atendidas httpstcoLtiMWHXjGi
3/2/2021,negativo,tristeza,Ansiedade  Ã frescura falta Deus Ã doenÃa falta ar pÃnico tremedeira alucinaÃÃo  jâ httpstco2L8p3zDGt3
3/2/2021,negativo,medo,tendo gatilho hospital camas hospital gente falta ar gente morrendo tudo eâ httpstcoGwPQ39BMd4
3/2/2021,negativo,medo,horas ansiedade deixa ate falta ar parece ate vou morrer pqp
3/2/2021,negativo,raiva,Po fio terra   dentro Mandetta  sacanagem Fique casa a sentirâ httpstcoFqrtDEKfz2
3/2/2021,negativo,neutro,Fica casa viu  cure mÃdico antes sentir falta ar  okay
3/2/2021,negativo,neutro, Ã ficar casa hospital fazer exames nHospital  sentir falta ar
3/2/2021,negativo,neutro, cure mÃdico falta ar blz nSeu mÃdico Henrique Mandetta
3/2/2021,negativo,neutro,tratamento precoce Deveria curar hospital  falta ar cnica Mandetta sobrevivÃâ httpstco2xN9zcxJCW
3/2/2021,neutro,neutro,Rachel Sheherazade chamou equipe Bolsonaro esquadrÃo morte visto ser defensor vida Ã fechar oâ httpstcoFSJ3n7iw6I
3/2/2021,negativo,tristeza,falta ar 
3/2/2021,negativo,tristeza,triste carannpior  umas 3 infecÃÃµes corpo sistema imunolÃgico todoâ httpstcoS3yILfezte
3/2/2021,neutro,neutro,mÃe vai bem Ontem cansada falta ar
3/2/2021,neutro,neutro,sim demora voltar ainda fico falta ar pq esqueci respira
3/2/2021,neutro,neutro,Pior jogava menos 5 minutos  morrendo falta ar
3/2/2021,positivo,neutro,â nOOC  Ã‰ pior tudo Ã falta ar constante  boa melhorada Obrigadaâ httpstcocqY9hldoi0
3/2/2021,positivo,neutro, cheguei sentir falta ar tbm  sentia cheiro sabor Ã‰ HORRÃx8dVEL Estimo melhoras Vai dar tudo certo ’x8f
3/2/2021,neutro,neutro,agorinha ja falta ar
3/2/2021,negativo,neutro,acordar falta ar Ã pior coisa
3/2/2021,neutro,tristeza,acordei falta ar novo olha
3/2/2021,negativo,neutro,crise falta ar toda hora dessas morro
3/2/2021,negativo,tristeza,Dores  doendo falta ar crises choro ” httpstcoZXmFDrRowR
3/2/2021,neutro,medo,dor peito leve falta arÃ covid duÃÃo
3/2/2021,negativo,medo,ando sentindo muita falta ar a falar Ã acho vou conhecer deus daqui  dias
3/2/2021,negativo,raiva,dor seiose falta ar  quero ir a mÃdico Sangue maldito acaba c vida  httpstcoqvyMRMFb1p
3/2/2021,negativo,raiva,odeio falta ar ai passa nada volta
3/2/2021,negativo,raiva,to om mta falta ar fiz nada q odio
3/2/2021,negativo,raiva,falta ar cacete
3/2/2021,neutro,neutro,Falta ar  ver httpstcoieggl3sZWa
3/2/2021,neutro,neutro,falta ar covid ansiedade
3/2/2021,negativo,tristeza,falta arao msm tempo q  frio  suandoum aperto blz boa noite
3/2/2021,negativo,tristeza,pais eso fudendo falta ar Ã‰  pais eso preocupados vocÃ httpstcoBn0xJ16p90
3/2/2021,negativo,neutro,Morrendo falta ar
3/2/2021,negativo,neutro, aguento sentir falta ar todo dia Ã msm coisa
3/2/2021,negativo,neutro,Qualquer coisa faÃa   morrendo falta ar
3/2/2021,neutro,neutro,falta ar aqui nadakkk
3/2/2021,negativo,medo,falta ar senhor
3/2/2021,negativo,neutro,Sentada i pÃ cansa deitada falta ar ¯
3/2/2021,negativo,neutro, falta ar novo
